            7	    51.5.6	   27<PopsDel>CRANE WAITING TIME	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I
          993	    5R0017	   29<PopsDel>VISIT MISC VSL 36-40	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1016	    5S64.3	   28<SpkDel>LCL PALLETISED STORE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1025	    6S71.5P	   1620FT PACK TIMBER	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-oct-2000              	10-nov-1999              	09-nov-2000 16:35:58     	                         	    4load	    6he2441	    0	    1A

         1048	    6S74.31	   107 TN HOIST	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-oct-2000              	10-nov-1999              	09-nov-2000 16:38:06     	                         	    4load	    6he2441	    0	    1A

         1066	    5S8.15	   15BALED WOOD PULP	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-oct-2000              	10-nov-1999              	09-nov-2000 16:41:37     	                         	    4load	    6he2441	    0	    1A

         1075	    4S8.5	   13<SpkDel>DEVAN	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1089	    5TERMS	   29<CorpDel>TERMINAL MAINTENANCE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1112	    6B372IM	   39Vehicles Used Precleared to 14M3 Import	    0	    1N	    1S	    1B	    0	     0	01-jan-2000              	31-dec-2099              	10-nov-1999              	29-dec-1999 08:37:37     	                         	    4load	    6he2441	    0	    1A

         1130	    6B267EX	   13VEHICLES -NEW	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-1999              	29-dec-1999 08:19:51     	                         	                         	    6he2441	    0	    0	    1A

         1139	    6B392IM	   32Vehicles New 14M3 to 18M3 Import	    0	    1N	    1S	    1B	    0	     0	01-jan-2000              	31-dec-2099              	05-jan-2000 12:51:29     	                         	                         	    6mo2719	    0	    0	    1A

         1156	    49LH3	   31Labour 3rd Shift Public Holiday	    0	    1N	    1S	    1B	    0	     0	01-jan-2000              	31-dec-2099              	10-feb-2000 11:26:24     	                         	                         	    6he2441	    0	    0	    1A

         1181	    51SC.P	   23Monitor Reefer - Import	    5POWER	    1N	    1S	    1B	    0	     0	01-jul-2000              	31-dec-2099              	25-jul-2000 17:57:25     	                         	                         	    6he2441	    0	    0	    1A

         1199	    5E6080	   21Rental - Ground - FCT	    0	    1N	    1S	    1B	    0	     0	01-jul-2000              	31-dec-2099              	31-jul-2000 11:34:50     	31-jul-2000 11:41:07     	                         	    6he2441	    6he2441	    0	    1A

         1206	    28X	   21Damage by 3rd Parties	    0	    1N	    1S	    1B	    0	     0	01-jul-2000              	31-dec-2099              	31-jul-2000 12:35:31     	                         	                         	    6he2441	    0	    0	    1A

         1220	    49ZCV	   27Volume Discount - Container	    0	    1N	    1S	    1B	    0	     0	01-jul-2000              	31-oct-2000              	24-jul-2000 14:26:56     	25-jul-2000 10:43:50     	                         	    6he2441	    6he2441	    0	    1A

           15	    51DC.O	   37DLR Discharge Overdimension Surcharge	    6RESHIP	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	26-jun-2000 17:38:56     	                         	    4load	    6he2441	    0	    1A

           22	    51DCSO	   40DLR Discharge Ship's Crane O/D Surcharge	    6RESHIP	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	27-jun-2000 09:46:34     	                         	    4load	    6he2441	    0	    1A

           36	    51SCRT	   15RORO Disch Mafi	    5DISCH	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	15-dec-1999 09:56:24     	                         	    4load	    6br2464	    0	    1A

           61	    62.5.1F	   17<PopsDel>FUMIGATE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

           79	    52SC.O	   38Load Container Overdimension Surcharge	    4LOAD	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	27-jun-2000 10:14:15     	                         	    4load	    6he2441	    0	    1A

           86	    52SCSG	   40Wharfage - Export Ship's Crane Container	    2GW	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	27-jun-2000 10:15:59     	                         	    4load	    6he2441	    0	    1A

          100	    32SY	   10Load Yacht	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	24-jul-2000 13:53:41     	24-jul-2000 13:53:41     	    4load	    6he2441	    6he2441	    1I

          125	    54YC.D	   24Road Deliver - Container	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	31-jul-2000 13:07:14     	                         	    4load	    6he2441	    0	    1A

          138	    56YC.A	   18Additional Service	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          147	    66YC.FF	   34Fumigate Container Facility Charge	    8FACILITY	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	27-jul-2000 17:19:12     	                         	    4load	    6he2441	    0	    1A

          161	    66YC.NF	   18Move from Fumigate	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          184	    69.6.4L	   29<PopsDel>RORO >50M3 VECH LOAD	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          202	    5A0062	   18PILOTAGE 2ND VISIT	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          211	    5A6510	   19ELECTRICITY - WHARF	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          225	    5A8202	   20TOW U/P 2001-3000TON	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          248	    5A9315	   29Vessel Berthage Miscellaneous	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	26-jun-2000 17:58:37     	                         	    4load	    6he2441	    0	    1A

          256	    5A9403	   22Plant & Equipment Hire	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	31-oct-2000 09:53:29     	                         	    4load	    6he2441	    0	    1A

          281	    6B008EX	   14<PopsDel>SQUID	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          299	    6B018EX	   16<PopsDel>VENISON	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          306	    6B023EX	   23<PopsDel>GHEE,BUTTERFAT	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          320	    6B032IM	   11BARLEY,BULK	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          345	    6B047IM	   17<PopsDel>BISCUITS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I
