    4CORP	           -1	    8Standard	    0	    0	    0	    0	    0	    0	    0	    0	                         	    0	    0	    0	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I
    4CORP	        13764	   16GULF FERRIES LTD	   16GULF FERRIES LTD	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13765	    7WESTHAM	   24WESTHAM DREDGING COMPANY	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13766	   22AUCKLAND PORT FESTIVAL	   22AUCKLAND PORT FESTIVAL	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1N	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13767	   18PORT OF COPENHAGEN	   18PORT OF COPENHAGEN	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1N	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13768	   24WAIKATO REGIONAL COUNCIL	   24WAIKATO REGIONAL COUNCIL	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13769	   28HAKATA PORT & HARBOUR BUREAU	   28HAKATA PORT & HARBOUR BUREAU	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13770	   30ALAN SMYTHE SPECIAL EVENTS LTD	   30ALAN SMYTHE SPECIAL EVENTS LTD	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	13-nov-1999 04:21:04     	                         	    4load	    6cusimp	    0	    1A

    4CORP	        13771	   13ANNE ACKERMAN	   13ANNE ACKERMAN	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13772	   30PORTS OF AUCKLAND NOMINEES LTD	   34PORTS OF AUCKLAND NOMINEES LIMITED	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	18-mar-2000 04:16:17     	                         	    4load	    6cusimp	    0	    1A

    4CORP	        13773	   15CREATIVE SPACES	   15CREATIVE SPACES	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13774	   18SIR RICHARD CARTER	   18SIR RICHARD CARTER	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	13-nov-1999 04:21:04     	                         	    4load	    6cusimp	    0	    1A

    4CORP	        13775	   13MR LG CORMACK	   13MR LG CORMACK	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	30-nov-1999 04:16:06     	                         	    4load	    6cusimp	    0	    1A

    4CORP	        13776	   14CRADDOCK MR RM	   14MR RM CRADDOCK	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13777	   10FORD MR KM	   10MR KM FORD	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13778	   21HAWORTH PROFESSOR NAF	   21PROFESSOR NAF HAWORTH	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13779	   13JENKINS MR JG	   13MR JG JENKINS	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13780	   11YOUNG MR CB	   11MR CB YOUNG	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13781	   13RUSSELL MR CE	   13MR CE RUSSELL	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	13-nov-1999 04:21:04     	                         	    4load	    6cusimp	    0	    1A

    4CORP	        13782	   11COOPER MR R	   11MR R COOPER	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	13-nov-1999 04:21:04     	                         	    4load	    6cusimp	    0	    1A

    4CORP	        13783	   14MR GF MATTHEWS	   14MR GF MATTHEWS	    0	    73660055	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	30-nov-1999 04:16:06     	                         	    4load	    6cusimp	    0	    1A

    4CORP	        13784	   10BATCHELDOR	   16MR IR BATCHELDOR	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13785	   10BISSELL GJ	   13MR GJ BISSELL	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	13-nov-1999 04:21:04     	                         	    4load	    6cusimp	    0	    1A

    4CORP	        13786	   14MR RL MCKENZIE	   14MR RL MCKENZIE	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	30-nov-1999 04:16:06     	                         	    4load	    6cusimp	    0	    1A

    4CORP	        13787	   11MR DJ CATTY	   11MR DJ CATTY	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	30-nov-1999 04:16:06     	                         	    4load	    6cusimp	    0	    1A

    4CORP	        13788	   11MR GE VAZEY	   11MR GE VAZEY	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	27-nov-1999 04:16:05     	                         	    4load	    6cusimp	    0	    1A

    4CORP	        13789	   12BRANKS MR DA	   12MR DA BRANKS	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	13-nov-1999 04:21:04     	                         	    4load	    6cusimp	    0	    1A

    4CORP	        13790	   10LANKENAU V	   13MR V LANKENAU	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13791	   11MR RS MOORE	   11MR RS MOORE	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	30-nov-1999 04:16:06     	                         	    4load	    6cusimp	    0	    1A

    4CORP	        13792	   11CAUGHEY GSM	   14MR GSM CAUGHEY	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13793	    7HANDLEY	   13MR HK HANDLEY	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13794	   21AFFCO NEW ZEALAND LTD	   21AFFCO NEW ZEALAND LTD	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13795	   13PORT TARANAKI	   13PORT TARANAKI	    4R.SN	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	13-nov-1999 04:21:04     	                         	    4load	    6cusimp	    0	    1A

    4CORP	        13796	   12MRS N. MASON	   12MRS N. MASON	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13797	   30INSTITUTE OF INTERNAL AUDITORS	   30INSTITUTE OF INTERNAL AUDITORS	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1N	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13798	    8VARIANCE	    8VARIANCE	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1N	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13799	    7TRADENZ	    7TRADENZ	    0	    8499 2244	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13800	   30NEW ZEALAND CHINA TRADE ASSOC.	   35NEW ZEALAND CHINA TRADE ASSOCIATION	    0	    8366 0130	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13801	   17EDEN TECHNOLOGIES	   17EDEN TECHNOLOGIES	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13802	   14R.G. ALEXANDER	   17MR R.G. ALEXANDER	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13803	   30CONTAINER TERM OPERATORS'ASSOC	   34CONTAINER TERMINAL OPERATORS'ASSOC	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	13-nov-1999 04:21:04     	                         	    4load	    6cusimp	    0	    1A

    4CORP	        13804	   12MR JA GIBSON	   12MR JA GIBSON	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	27-nov-1999 04:16:05     	                         	    4load	    6cusimp	    0	    1A

    4CORP	        13805	   11JEFFERY D J	   14MR D J JEFFERY	    0	   12F 1712652699	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1N	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13806	   13MS K BEANLAND	   18MS KARREN BEANLAND	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	30-nov-1999 04:16:06     	                         	    4load	    6cusimp	    0	    1A

    4CORP	        13807	   14MRS R.P.O. MEO	   13MRS R.P.O.MEO	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	30-nov-1999 04:16:06     	                         	    4load	    6cusimp	    0	    1A

    4CORP	        13808	   15MR J.C. LINDSAY	   14MR J.C.LINDSAY	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	30-nov-1999 04:16:06     	                         	    4load	    6cusimp	    0	    1A

    4CORP	        13809	   13MR R.G. JOHNS	   12MR R.G.JOHNS	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	30-nov-1999 04:16:06     	                         	    4load	    6cusimp	    0	    1A

    4CORP	        13810	   30AUCKLAND REGIONAL SERVICES TRT	   32AUCKLAND REGIONAL SERVICES TRUST	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13811	   11C SAI LOUIE	   11C SAI LOUIE	    1.	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     3	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1A

    4CORP	        13812	   25RAY CROCKER FORKLIFTS LTD	   25RAY CROCKER FORKLIFTS LTD	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	13-nov-1999 04:21:04     	                         	    4load	    6cusimp	    0	    1A

    4CORP	        13813	   30TRUSTEES IN THE NEIL SEAGAR AW	   36TRUSTEES IN THE NEIL SEAGAR AWARD TR	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     3	10-nov-1999              	13-nov-1999 04:21:04     	                         	    4load	    6cusimp	    0	    1A

    4CORP	        13814	   26WESTHAVEN MARINA TRUST LTD	   26WESTHAVEN MARINA TRUST LTD	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     3	10-nov-1999              	16-nov-1999 04:21:18     	                         	    4load	    6cusimp	    0	    1I

    4CORP	        13815	   24TOTAL CONTAINER SERVICES	   24TOTAL CONTAINER SERVICES	   12CHRIS BRIGGS	    73797754	    0	    1E	    1N	    1N	    1P	                         	    320M	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	13-nov-1999 04:21:04     	                         	    4load	    6cusimp	    0	    1A
