     1 ,          1 ,     1.00 ,         1.0000 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   250 ,      24901 ,   274.90 ,     24931.7266 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   251 ,      25001 ,   276.00 ,     25031.8500 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   252 ,      25101 ,   277.10 ,     25131.9734 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   253 ,      25201 ,   278.20 ,     25232.0968 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   254 ,      25301 ,   279.30 ,     25332.2202 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   255 ,      25401 ,   280.40 ,     25432.3436 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   256 ,      25501 ,   281.50 ,     25532.4670 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   257 ,      25601 ,   282.60 ,     25632.5904 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   258 ,      25701 ,   283.70 ,     25732.7138 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   259 ,      25801 ,   284.80 ,     25832.8372 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   260 ,      25901 ,   285.90 ,     25932.9606 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   261 ,      26001 ,   287.00 ,     26033.0840 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   262 ,      26101 ,   288.10 ,     26133.2074 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   263 ,      26201 ,   289.20 ,     26233.3308 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   264 ,      26301 ,   290.30 ,     26333.4542 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   265 ,      26401 ,   291.40 ,     26433.5776 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   266 ,      26501 ,   292.50 ,     26533.7010 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   267 ,      26601 ,   293.60 ,     26633.8244 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   268 ,      26701 ,   294.70 ,     26733.9478 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   269 ,      26801 ,   295.80 ,     26834.0712 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   270 ,      26901 ,   296.90 ,     26934.1946 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   271 ,      27001 ,   298.00 ,     27034.3180 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   272 ,      27101 ,   299.10 ,     27134.4414 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   273 ,      27201 ,   300.20 ,     27234.5648 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   274 ,      27301 ,   301.30 ,     27334.6882 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   275 ,      27401 ,   302.40 ,     27434.8116 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   276 ,      27501 ,   303.50 ,     27534.9350 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   277 ,      27601 ,   304.60 ,     27635.0584 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   278 ,      27701 ,   305.70 ,     27735.1818 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   279 ,      27801 ,   306.80 ,     27835.3052 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   280 ,      27901 ,   307.90 ,     27935.4286 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   281 ,      28001 ,   309.00 ,     28035.5520 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   282 ,      28101 ,   310.10 ,     28135.6754 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   283 ,      28201 ,   311.20 ,     28235.7988 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   284 ,      28301 ,   312.30 ,     28335.9222 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   285 ,      28401 ,   313.40 ,     28436.0456 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   286 ,      28501 ,   314.50 ,     28536.1690 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   287 ,      28601 ,   315.60 ,     28636.2924 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   288 ,      28701 ,   316.70 ,     28736.4158 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   289 ,      28801 ,   317.80 ,     28836.5392 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   290 ,      28901 ,   318.90 ,     28936.6626 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   291 ,      29001 ,   320.00 ,     29036.7860 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   292 ,      29101 ,   321.10 ,     29136.9094 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   293 ,      29201 ,   322.20 ,     29237.0328 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   294 ,      29301 ,   323.30 ,     29337.1562 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   295 ,      29401 ,   324.40 ,     29437.2796 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   296 ,      29501 ,   325.50 ,     29537.4030 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   297 ,      29601 ,   326.60 ,     29637.5264 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   298 ,      29701 ,   327.70 ,     29737.6498 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   299 ,      29801 ,   328.80 ,     29837.7732 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   300 ,      29901 ,   329.90 ,     29937.8966 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   301 ,      30001 ,   331.00 ,     30038.0200 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   302 ,      30101 ,   332.10 ,     30138.1434 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   303 ,      30201 ,   333.20 ,     30238.2668 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   304 ,      30301 ,   334.30 ,     30338.3902 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   305 ,      30401 ,   335.40 ,     30438.5136 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   306 ,      30501 ,   336.50 ,     30538.6370 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   307 ,      30601 ,   337.60 ,     30638.7604 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   308 ,      30701 ,   338.70 ,     30738.8838 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   309 ,      30801 ,   339.80 ,     30839.0072 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   310 ,      30901 ,   340.90 ,     30939.1306 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   311 ,      31001 ,   342.00 ,     31039.2540 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   312 ,      31101 ,   343.10 ,     31139.3774 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   313 ,      31201 ,   344.20 ,     31239.5008 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   314 ,      31301 ,   345.30 ,     31339.6242 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   315 ,      31401 ,   346.40 ,     31439.7476 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   316 ,      31501 ,   347.50 ,     31539.8710 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   317 ,      31601 ,   348.60 ,     31639.9944 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   318 ,      31701 ,   349.70 ,     31740.1178 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   319 ,      31801 ,   350.80 ,     31840.2412 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   320 ,      31901 ,   351.90 ,     31940.3646 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   321 ,      32001 ,   353.00 ,     32040.4880 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   322 ,      32101 ,   354.10 ,     32140.6114 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   323 ,      32201 ,   355.20 ,     32240.7348 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   324 ,      32301 ,   356.30 ,     32340.8582 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   325 ,      32401 ,   357.40 ,     32440.9816 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   326 ,      32501 ,   358.50 ,     32541.1050 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   327 ,      32601 ,   359.60 ,     32641.2284 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   328 ,      32701 ,   360.70 ,     32741.3518 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   329 ,      32801 ,   361.80 ,     32841.4752 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   330 ,      32901 ,   362.90 ,     32941.5986 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   331 ,      33001 ,   364.00 ,     33041.7220 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   332 ,      33101 ,   365.10 ,     33141.8454 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   333 ,      33201 ,   366.20 ,     33241.9688 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   334 ,      33301 ,   367.30 ,     33342.0922 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   335 ,      33401 ,   368.40 ,     33442.2156 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   336 ,      33501 ,   369.50 ,     33542.3390 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   337 ,      33601 ,   370.60 ,     33642.4624 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   338 ,      33701 ,   371.70 ,     33742.5858 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   339 ,      33801 ,   372.80 ,     33842.7092 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   340 ,      33901 ,   373.90 ,     33942.8326 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   341 ,      34001 ,   375.00 ,     34042.9560 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   342 ,      34101 ,   376.10 ,     34143.0794 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   343 ,      34201 ,   377.20 ,     34243.2028 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   344 ,      34301 ,   378.30 ,     34343.3262 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   345 ,      34401 ,   379.40 ,     34443.4496 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   346 ,      34501 ,   380.50 ,     34543.5730 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   347 ,      34601 ,   381.60 ,     34643.6964 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   348 ,      34701 ,   382.70 ,     34743.8198 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   349 ,      34801 ,   383.80 ,     34843.9432 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   350 ,      34901 ,   384.90 ,     34944.0666 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   351 ,      35001 ,   386.00 ,     35044.1900 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   352 ,      35101 ,   387.10 ,     35144.3134 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   353 ,      35201 ,   388.20 ,     35244.4368 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   354 ,      35301 ,   389.30 ,     35344.5602 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   355 ,      35401 ,   390.40 ,     35444.6836 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   356 ,      35501 ,   391.50 ,     35544.8070 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   357 ,      35601 ,   392.60 ,     35644.9304 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   358 ,      35701 ,   393.70 ,     35745.0538 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   359 ,      35801 ,   394.80 ,     35845.1772 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   360 ,      35901 ,   395.90 ,     35945.3006 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   361 ,      36001 ,   397.00 ,     36045.4240 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   362 ,      36101 ,   398.10 ,     36145.5474 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   363 ,      36201 ,   399.20 ,     36245.6708 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   364 ,      36301 ,   400.30 ,     36345.7942 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   365 ,      36401 ,   401.40 ,     36445.9176 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   366 ,      36501 ,   402.50 ,     36546.0410 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   367 ,      36601 ,   403.60 ,     36646.1644 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   368 ,      36701 ,   404.70 ,     36746.2878 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   369 ,      36801 ,   405.80 ,     36846.4112 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   370 ,      36901 ,   406.90 ,     36946.5346 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   371 ,      37001 ,   408.00 ,     37046.6580 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   372 ,      37101 ,   409.10 ,     37146.7814 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   373 ,      37201 ,   410.20 ,     37246.9048 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   374 ,      37301 ,   411.30 ,     37347.0282 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   375 ,      37401 ,   412.40 ,     37447.1516 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   376 ,      37501 ,   413.50 ,     37547.2750 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   377 ,      37601 ,   414.60 ,     37647.3984 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   378 ,      37701 ,   415.70 ,     37747.5218 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   379 ,      37801 ,   416.80 ,     37847.6452 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   380 ,      37901 ,   417.90 ,     37947.7686 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   381 ,      38001 ,   419.00 ,     38047.8920 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   382 ,      38101 ,   420.10 ,     38148.0154 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   383 ,      38201 ,   421.20 ,     38248.1388 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   384 ,      38301 ,   422.30 ,     38348.2622 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   385 ,      38401 ,   423.40 ,     38448.3856 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   386 ,      38501 ,   424.50 ,     38548.5090 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   387 ,      38601 ,   425.60 ,     38648.6324 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   388 ,      38701 ,   426.70 ,     38748.7558 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   389 ,      38801 ,   427.80 ,     38848.8792 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   390 ,      38901 ,   428.90 ,     38949.0026 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   391 ,      39001 ,   430.00 ,     39049.1260 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   392 ,      39101 ,   431.10 ,     39149.2494 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   393 ,      39201 ,   432.20 ,     39249.3728 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   394 ,      39301 ,   433.30 ,     39349.4962 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   395 ,      39401 ,   434.40 ,     39449.6196 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   396 ,      39501 ,   435.50 ,     39549.7430 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   397 ,      39601 ,   436.60 ,     39649.8664 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   398 ,      39701 ,   437.70 ,     39749.9898 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   399 ,      39801 ,   438.80 ,     39850.1132 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   400 ,      39901 ,   439.90 ,     39950.2366 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   401 ,      40001 ,   441.00 ,     40050.3600 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   402 ,      40101 ,   442.10 ,     40150.4834 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   403 ,      40201 ,   443.20 ,     40250.6068 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   404 ,      40301 ,   444.30 ,     40350.7302 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   405 ,      40401 ,   445.40 ,     40450.8536 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   406 ,      40501 ,   446.50 ,     40550.9770 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   407 ,      40601 ,   447.60 ,     40651.1004 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   408 ,      40701 ,   448.70 ,     40751.2238 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   409 ,      40801 ,   449.80 ,     40851.3472 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   410 ,      40901 ,   450.90 ,     40951.4706 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   411 ,      41001 ,   452.00 ,     41051.5940 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   412 ,      41101 ,   453.10 ,     41151.7174 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   413 ,      41201 ,   454.20 ,     41251.8408 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   414 ,      41301 ,   455.30 ,     41351.9642 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   415 ,      41401 ,   456.40 ,     41452.0876 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   416 ,      41501 ,   457.50 ,     41552.2110 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   417 ,      41601 ,   458.60 ,     41652.3344 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   418 ,      41701 ,   459.70 ,     41752.4578 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   419 ,      41801 ,   460.80 ,     41852.5812 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   420 ,      41901 ,   461.90 ,     41952.7046 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   421 ,      42001 ,   463.00 ,     42052.8280 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   422 ,      42101 ,   464.10 ,     42152.9514 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   423 ,      42201 ,   465.20 ,     42253.0748 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   424 ,      42301 ,   466.30 ,     42353.1982 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   425 ,      42401 ,   467.40 ,     42453.3216 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   426 ,      42501 ,   468.50 ,     42553.4450 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   427 ,      42601 ,   469.60 ,     42653.5684 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   428 ,      42701 ,   470.70 ,     42753.6918 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   429 ,      42801 ,   471.80 ,     42853.8152 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   430 ,      42901 ,   472.90 ,     42953.9386 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   431 ,      43001 ,   474.00 ,     43054.0620 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   432 ,      43101 ,   475.10 ,     43154.1854 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   433 ,      43201 ,   476.20 ,     43254.3088 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   434 ,      43301 ,   477.30 ,     43354.4322 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   435 ,      43401 ,   478.40 ,     43454.5556 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   436 ,      43501 ,   479.50 ,     43554.6790 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   437 ,      43601 ,   480.60 ,     43654.8024 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   438 ,      43701 ,   481.70 ,     43754.9258 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   439 ,      43801 ,   482.80 ,     43855.0492 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   440 ,      43901 ,   483.90 ,     43955.1726 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   441 ,      44001 ,   485.00 ,     44055.2960 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   442 ,      44101 ,   486.10 ,     44155.4194 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   443 ,      44201 ,   487.20 ,     44255.5428 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   444 ,      44301 ,   488.30 ,     44355.6662 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   445 ,      44401 ,   489.40 ,     44455.7896 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   446 ,      44501 ,   490.50 ,     44555.9130 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   447 ,      44601 ,   491.60 ,     44656.0364 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   448 ,      44701 ,   492.70 ,     44756.1598 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   449 ,      44801 ,   493.80 ,     44856.2832 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   450 ,      44901 ,   494.90 ,     44956.4066 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   451 ,      45001 ,   496.00 ,     45056.5300 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   452 ,      45101 ,   497.10 ,     45156.6534 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   453 ,      45201 ,   498.20 ,     45256.7768 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   454 ,      45301 ,   499.30 ,     45356.9002 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   455 ,      45401 ,   500.40 ,     45457.0236 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   456 ,      45501 ,   501.50 ,     45557.1470 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   457 ,      45601 ,   502.60 ,     45657.2704 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   458 ,      45701 ,   503.70 ,     45757.3938 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   459 ,      45801 ,   504.80 ,     45857.5172 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   460 ,      45901 ,   505.90 ,     45957.6406 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   461 ,      46001 ,   507.00 ,     46057.7640 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   462 ,      46101 ,   508.10 ,     46157.8874 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   463 ,      46201 ,   509.20 ,     46258.0108 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
   464 ,      46301 ,   510.30 ,     46358.1342 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
